From	To
Q7Z2E3	XP_011516240.1
Q7Z2E3	XP_011516241.1
Q7Z2E3	XP_016870326.1
Q96PS8	NP_536354.2
Q8NBQ7	NP_766627.1
Q8IXF9	NP_945349.1
F1DSG4	NP_001641.1
F1DSG4	NP_004019.1
P55064	NP_001642.1
Q6P5T0	NP_001305085.1
H0YK62	NP_001307565.1
Q96II5	NP_001243125.1
A7E2A5	NP_056045.2
O60936	NP_001171986.1
O60936	NP_001263236.1
O60936	NP_001263238.1
O60936	NP_001263240.1
O60936	NP_001263241.1
O60936	NP_001263248.1
O60936	NP_003937.1
O60936	XP_016879332.1
O15033	NP_001034568.1
O15033	XP_011535717.1
Q8IVW1	NP_001034172.3
Q8IVW1	NP_001096624.1
Q8IVW1	NP_001107210.1
Q8IVW1	NP_001275741.1
Q8IVW1	NP_057716.2
Q8IVW1	XP_005256975.1
Q8IVW1	XP_005257496.1
Q8IVW1	XP_006725347.1
Q8IVW1	XP_011523177.1
A4D0Z3	NP_001653.1
P62330	NP_001654.1
Q5TH69	NP_065073.3
B4E273	NP_001020764.1
B4E273	NP_001020766.1
B4E273	NP_001274360.1
B4E273	NP_001274361.1
B4E273	NP_001274362.1
B4E273	NP_055262.1
B4E273	XP_011530171.1
B4E273	XP_011530172.1
P53365	NP_001229784.1
P53365	NP_001229785.1
P53365	NP_036534.1
P53365	XP_005252897.1
Q13795	NP_001128230.1
Q13795	NP_001254474.1
Q13795	NP_001254475.1
Q13795	NP_001254476.1
Q13795	NP_001254477.1
Q13795	NP_001254478.1
Q13795	NP_003215.1
Q13795	XP_011526784.1
Q13795	XP_011526785.1
Q13795	XP_016883065.1
P78540	NP_001163.1
A6NJG6	NP_001012677.1
Q9NWB6	NP_060481.3
A1A4S6	NP_078881.3
Q8N392	NP_277050.2
A0A0A0MRJ9	NP_859071.2
A0A8S0MHV1	NP_065805.2
Q9C0H5	NP_001295136.1
Q9C0H5	NP_001295137.1
Q9C0H5	NP_079527.1
Q9C0H5	XP_011515610.1
Q9C0H5	XP_011515611.1
Q9C0H5	XP_016869359.1
Q9C0H5	XP_016869360.1
Q92619	NP_001245257.1
Q92619	NP_001269263.1
Q92619	NP_001269264.1
Q92619	NP_036424.2
Q92888	NP_004697.2
Q92888	NP_945328.1
Q92888	NP_945353.1
Q9NZN5	NP_001185594.1
Q9NZN5	NP_001288013.1
Q9NZN5	NP_056128.1
Q9NZN5	XP_011541022.1
Q9NZN5	XP_016872910.1
Q8IW93	NP_694945.2
Q8IW93	XP_011539008.1
A0A5F9ZI21	XP_011508439.2
Q96DR7	NP_001238891.1
Q96DR7	NP_001238892.1
Q96DR7	NP_056410.3
A0A5F9ZH52	XP_016885946.1
Q9NXL2	NP_001229658.1
Q9NXL2	NP_060170.1
Q68CP9	NP_001334768.1
Q68CP9	NP_689854.2
A6NKF2	NP_001017363.1
P29374	NP_002883.3
P29374	NP_075376.2
P29374	NP_075377.2
Q03989	NP_001306021.1
Q03989	NP_997646.1
Q14865	NP_001231567.1
Q14865	NP_115575.1
Q8N7S6	NP_001116512.1
B4DZG7	NP_001287997.1
Q8N8L6	NP_775935.1
Q969Q4	NP_612459.1
Q969Q4	XP_005266310.1
Q8N4G2	NP_079323.1
Q9NXU5	NP_061960.1
I3L3L1	XP_011522466.1
I3L3L1	XP_011523179.1
I3L3L1	XP_011544691.1
P36404	NP_001186674.1
P36404	NP_001658.2
P36405	NP_004302.1
P36405	XP_016871749.1
P56559	NP_001269360.1
P56559	NP_005728.2
P49703	NP_001652.2
P49703	XP_011523084.1
Q9Y689	NP_001032251.1
Q9Y689	NP_036229.1
Q9Y689	NP_817114.2
Q96KC2	NP_848930.1
A6NH57	NP_001137440.1
Q9H0F7	NP_001265222.1
Q9H0F7	NP_001310442.1
Q9H0F7	NP_115522.1
Q9H0F7	NP_816931.1
Q9H0F7	XP_016862800.1
Q15041	NP_001300787.1
Q15041	NP_055976.1
Q8N6S5	NP_689735.1
Q96BM9	NP_001243058.1
Q96BM9	NP_620150.1
Q6T311	NP_996802.1
Q6T311	XP_005265777.1
Q6T311	XP_006714099.1
Q5T9G4	NP_001273503.1
Q5T9G4	NP_001273505.1
Q5T9G4	NP_659465.2
Q5T9G4	XP_016865924.1
Q8NEN0	NP_001273538.1
Q8NEN0	NP_115507.4
Q8NEN0	XP_005267211.1
Q8NEN0	XP_005267212.1
Q8NEN0	XP_005267214.1
Q8NEN0	XP_006715636.1
Q8NEN0	XP_006715637.1
Q8NEN0	XP_011534468.1
Q8NEN0	XP_011534474.1
Q5W041	NP_001269674.1
Q5W041	NP_001269675.1
Q5W041	NP_001269676.1
Q5W041	NP_775104.2
Q5T2S8	NP_001276949.1
Q5T2S8	NP_001276950.1
Q5T2S8	NP_001299618.1
Q5T2S8	NP_060546.2
Q9H6L4	NP_001291200.1
Q9H6L4	NP_001291201.1
Q9H6L4	NP_001291202.1
Q9H6L4	NP_078861.1
B7Z637	NP_001253970.1
B7Z637	NP_001269271.1
Q9P291	NP_057692.1
Q5H9R4	NP_001243084.2
Q7L4S7	NP_001009584.1
Q7L4S7	NP_001171697.1
Q7L4S7	NP_061880.2
Q9H993	NP_001273491.1
Q9H993	NP_078849.1
Q86TN1	NP_055677.3
O00327	NP_001025443.1
O00327	NP_001025444.1
O00327	NP_001169.3
O00327	NP_001284648.1
O00327	NP_001284651.1
O00327	NP_001284653.1
O00327	XP_011518414.1
O00327	XP_011518415.1
O00327	XP_016873231.1
O00327	XP_016873232.1
O00327	XP_016873235.1
O00327	XP_016873236.1
O00327	XP_016873237.1
Q8WYA1	NP_001234931.1
Q8WYA1	NP_001234932.1
Q8WYA1	NP_001234933.1
Q8WYA1	NP_001234934.1
Q8WYA1	NP_064568.3
O15145	NP_001265485.1
O15145	NP_001274151.1
P59998	NP_001020130.1
P59998	NP_001020131.1
P59998	NP_001185709.1
P59998	NP_005709.1
A0A0A6YYG9	NP_001185722.1
Q9BPX5	NP_112240.1
Q7Z6K5	NP_001269309.1
Q7Z6K5	NP_872422.1
Q96B67	NP_065852.1
Q8NCT1	NP_899232.2
O43681	NP_004308.2
P15848	NP_000037.2
P15848	NP_942002.1
P15848	XP_011541692.1
P51689	NP_001660.2
P51689	NP_033667.2
P54793	NP_001188467.1
P54793	NP_001188468.1
P54793	NP_004033.2
Q5FYA8	NP_001011719.1
Q5FYB1	NP_001012301.1
F5H324	NP_001269560.1
P52961	NP_004305.2
P52961	XP_011518416.1
P52961	XP_016873252.1
Q5T4W7	NP_001129687.1
Q5T4W7	NP_476431.2
Q5T4W7	NP_476432.2
Q9H2C2	NP_001333921.1
Q9H2C2	NP_073623.1
E9PDC3	XP_005261300.1
Q96QS3	NP_620689.1
Q9HBK9	NP_065733.2
Q9NR71	NP_001137446.1
Q9NR71	NP_063946.2
Q9NR71	XP_011538272.1
Q8WXI3	NP_001135931.2
Q8WXI3	NP_001135932.2
Q8WXI3	NP_543147.2
Q8WXK4	NP_569059.3
Q8WXK3	NP_078977.2
A6NK59	NP_001136205.2
A6NK59	NP_569058.1
A6NK59	XP_016861225.1
A6NK59	XP_016861226.1
Q8WXK1	NP_001277187.1
Q8WXK1	NP_563616.3
Q8WXK1	XP_005250203.1
Q8WXK1	XP_011514119.1
Q8WXK1	XP_011514120.1
Q8WXK1	XP_011514121.1
Q8WXK1	XP_011514122.1
Q8WXK1	XP_016867245.1
Q8WXK1	XP_016867246.1
Q9Y575	NP_001157637.1
Q9Y575	NP_001188894.1
Q9Y575	NP_057199.1
Q9Y575	NP_665862.1
Q9Y574	NP_057200.1
Q9Y574	NP_665879.1
Q8WWX0	NP_543150.1
Q8WWX0	XP_005262816.1
Q8WWX0	XP_011529919.1
F6TX30	NP_001189332.1
Q9H672	NP_078984.2
Q9H672	NP_937886.1
A0A5K1VW55	XP_016871792.1
P50553	NP_004307.2
Q99929	NP_005161.1
Q9NQ33	NP_065697.1
Q6XD76	NP_982260.2
Q9Y294	NP_054753.1
P07307	NP_001172.1
P07307	NP_001188281.1
P07307	NP_550434.1
P07307	NP_550435.1
P07307	NP_550436.1
P07307	XP_005256705.1
P07307	XP_006721589.1
P07307	XP_016880140.1
P07307	XP_016880141.1
P07307	XP_016880142.1
F5H8F7	NP_001269201.1
Q16515	NP_001085.2
Q16515	NP_899233.1
A0A8I5KPF5	NP_061144.3
P42127	NP_001663.2
P42127	XP_011527122.1
P42127	XP_011527123.1
X5D784	NP_001164510.1
O95671	NP_001166944.1
O95671	NP_001166945.1
O95671	NP_004183.2
O95671	XP_005274491.1
O95671	XP_005274840.1
Q86U10	NP_001073933.2
Q86U10	XP_005267647.1
Q6ICH7	NP_065170.2
Q53RT3	NP_690005.2
A0A7P0T9B4	XP_016872340.1
Q5T9A4	NP_001304167.1
Q5T9A4	NP_114127.3
P18848	NP_001666.2
P18848	NP_877962.1
P18848	XP_016884296.1
Q9Y2D1	NP_001180575.1
Q9Y2D1	NP_001277675.1
Q9Y2D1	NP_036200.2
Q9Y2D1	XP_011524931.1
Q9H0Y0	NP_001124500.1
Q9H0Y0	NP_113670.1
Q9H0Y0	XP_005248667.1
Q9H0Y0	XP_005248668.1
Q6ZNE5	NP_055739.2
Q6ZNE5	XP_011534865.1
Q2TAZ0	NP_055919.2
Q2TAZ0	XP_011543165.1
Q8WYN0	NP_001308216.1
Q8WYN0	NP_001308217.1
Q8WYN0	NP_001308218.1
Q8WYN0	NP_443168.2
Q8WYN0	NP_840054.1
Q8WYN0	NP_840055.1
Q8WYN0	XP_011529144.1
Q674R7	NP_001303985.1
Q674R7	XP_011514367.1
Q674R7	XP_011514368.1
P31939	NP_004035.2
O43313	NP_001287657.1
O43313	NP_056066.2
Q86V38	NP_001007027.1
Q92858	NP_005163.1
F1T0H4	NP_660161.1
Q96SQ7	NP_116216.2
O00244	NP_004036.1
O94823	NP_079429.2
O94823	XP_006714896.1
O94823	XP_011532770.1
O94823	XP_011532771.1
Q8NB49	NP_001010986.1
Q8NB49	NP_775965.2
P54707	NP_001172014.1
P54707	NP_001667.4
Q4VNC0	NP_940907.2
Q13733	NP_001001734.1
Q13733	NP_653300.2
P54709	NP_001670.1
Q9UN42	NP_001135919.1
Q9UN42	NP_036201.1
Q9Y6H3	NP_001307337.1
Q9Y6H3	NP_001307338.1
Q9Y6H3	NP_001307339.1
Q9Y6H3	NP_150592.1
O75185	NP_001273456.2
O75185	NP_001278383.1
O75185	NP_055676.3
P51164	NP_000696.1
P25705	NP_001001935.1
P25705	NP_001001937.1
P25705	NP_001244263.1
P25705	NP_001244264.1
P25705	NP_004037.1
P36542	NP_001001973.1
P36542	NP_005165.1
P30049	NP_001001975.1
P30049	NP_001678.1
P56381	NP_008817.1
Q9UII2	NP_057395.1
Q9UII2	NP_835497.1
Q9UII2	NP_835498.1
Q06055	NP_001002031.1
Q06055	NP_001317198.1
Q06055	NP_005167.2
Q06055	XP_016874949.1
Q06055	XP_016874950.1
P48201	NP_001002258.1
P48201	NP_001680.1
P56385	NP_009031.1
P56134	NP_001003713.1
P56134	NP_001003714.1
P56134	NP_001034267.1
P56134	NP_004880.1
Q7Z4Y8	NP_001159349.1
Q96IX5	NP_001193355.1
Q96IX5	NP_001193356.1
Q96IX5	NP_116136.1
P24539	NP_001679.2
O75947	NP_001003785.1
O75947	NP_006347.1
P48047	NP_001688.1
Q52LC2	NP_001017971.1
Q52LC2	XP_011542025.1
Q52LC2	XP_016865530.1
Q52LC2	XP_016865531.1
Q52LC2	XP_016865532.1
Q52LC2	XP_016865533.1
Q52LC2	XP_016865534.1
Q52LC2	XP_016865535.1
Q52LC2	XP_016865536.1
Q93050	NP_001123492.1
Q93050	NP_001123493.1
Q93050	NP_005168.2
P27449	NP_001185498.1
P27449	NP_001685.1
A0A024R9I0	NP_001686.1
Q96A05	NP_001304992.1
Q96A05	XP_005264690.1
Q96A05	XP_005264691.1
Q96A05	XP_011531450.1
Q96A05	XP_011531451.1
Q96A05	XP_011531452.1
Q96A05	XP_011531453.1
Q96A05	XP_011531454.1
Q96A05	XP_011531455.1
Q96A05	XP_016860714.1
Q96A05	XP_016860715.1
Q16864	NP_001185838.1
Q16864	NP_004222.2
Q6NVJ2	NP_001191007.1
Q6NVJ2	NP_569730.1
Q6NVJ2	NP_612139.1
Q96LB4	NP_001307147.1
Q96LB4	NP_573569.1
Q96LB4	NP_579872.1
Q96LB4	XP_006711226.1
Q96LB4	XP_011507488.1
Q96LB4	XP_011507489.1
Q9UI12	NP_057025.2
Q9UI12	NP_998784.1
Q9UI12	NP_998785.1
Q9UI12	XP_006716518.1
E7ET55	NP_001317508.1
P98198	NP_001005855.1
P98198	NP_065185.1
P98198	XP_005245412.1
Q8TF62	NP_079113.2
Q8TF62	XP_016878081.1
Q2NLD0	NP_006036.1
O75882	NP_001193976.1
O75882	NP_001310261.1
O75882	NP_647537.1
O75882	NP_647538.1
Q96FF1	NP_000323.2
Q96FF1	NP_001121636.1
Q9UBB4	NP_001161093.1
Q9UBB4	NP_037368.1
P0C7T5	NP_001131147.1
Q8WWM7	NP_009176.2
Q8WWM7	NP_059867.3
Q8WWM7	NP_663760.1
Q8WWM7	NP_680780.1
Q8WWM7	NP_680781.1
Q8WWM7	NP_680782.1
Q8WWM7	XP_005255123.1
Q9H3M9	NP_001129467.1
Q96GX2	NP_001129734.1
Q13825	NP_001293119.1
Q13825	NP_001689.1
Q9H7T9	NP_001274419.1
Q9H7T9	NP_076942.1
Q9Y679	NP_853553.1
O14965	NP_001310232.1
O14965	NP_001310233.1
O14965	NP_001310234.1
O14965	NP_003591.2
O14965	NP_940835.1
O14965	NP_940836.1
O14965	NP_940837.1
O14965	NP_940838.1
O14965	NP_940839.1
O14965	XP_016883524.1
Q8NBF6	NP_055875.1
Q5T686	NP_068378.2
Q5T686	XP_016871983.1
P37288	NP_000697.1
P47901	NP_000698.1
Q58HT5	NP_001013597.1
Q5T1B0	NP_653297.3
A0A0S2Z4S3	NP_851393.1
P30530	NP_001690.2
P30530	NP_068713.2
Q9Y5Z6	NP_066191.1
Q9Y5Z6	XP_005246988.1
Q9Y5Z6	XP_006712882.1
Q9Y5Z6	XP_011510387.1
O43825	NP_003774.1
Q5STJ7	NP_003773.1
Q9Y2C3	NP_001265579.1
Q9Y2C3	NP_006048.1
Q9Y2C3	NP_149360.1
Q9Y2C3	NP_149361.1
Q9Y2C3	NP_149362.2
Q9Y2C3	XP_016883716.1
Q9Y2C3	XP_016883717.1
Q9Y2C3	XP_016883718.1
Q9Y2C3	XP_016883719.1
Q9Y2C3	XP_016883720.1
Q9Y2C3	XP_016883721.1
Q9Y2C3	XP_016883722.1
Q9Y2C3	XP_016883723.1
Q9Y2C3	XP_016883724.1
Q9Y2C3	XP_016883725.1
Q9Y2C3	XP_016883726.1
Q9Y2C3	XP_016883727.1
Q9Y2C3	XP_016883728.1
Q9Y2C3	XP_016883729.1
Q9Y2C3	XP_016883730.1
Q96L58	NP_542172.2
Q9P2W7	NP_061114.2
Q9P2W7	NP_473366.1
Q9P2W7	XP_005271563.1
Q9P2W7	XP_011541053.1
Q9P2W7	XP_011541055.1
Q9P2W7	XP_016873039.1
Q9P2W7	XP_016873040.1
G3V150	NP_001275651.1
Q6Y288	NP_919299.3
Q9NY97	NP_001306004.1
Q9NY97	NP_006568.2
Q9Y2A9	NP_055071.2
Q9Y2A9	XP_011525928.1
Q9BYG0	NP_114436.1
Q9BYG0	XP_005247880.1
Q9BYG0	XP_005247881.1
Q9BYG0	XP_005247882.1
Q9BYG0	XP_011511527.1
Q9BYG0	XP_011511528.1
Q9BYG0	XP_011511529.1
Q9BYG0	XP_011511530.1
Q9BYG0	XP_011511531.1
Q9BYG0	XP_016862798.1
O43505	NP_006867.1
Q8NFL0	NP_660279.1
Q7Z7M8	NP_940942.1
Q7Z7M8	XP_011525236.1
Q6UX72	NP_171608.2
Q00973	NP_001263397.1
Q00973	NP_001263398.1
Q00973	NP_001469.1
Q00973	XP_016874631.1
Q8NHY0	NP_001152859.1
Q8NHY0	NP_001152860.1
Q8NHY0	NP_703147.2
Q8NHY0	XP_016879662.1
Q6L9W6	NP_775864.3
O43286	NP_004767.1
Q9UBV7	NP_009186.1
Q8WXS3	NP_001019543.1
Q8WXS3	NP_079088.1
Q9NWV8	NP_001028721.1
Q9NWV8	NP_001275685.1
Q9NWV8	NP_001275686.1
Q9NWV8	NP_054892.2
Q9Y5Z0	NP_036237.2
Q9Y5Z0	NP_620476.1
Q9Y5Z0	NP_620477.1
Q92934	NP_004313.1
Q92934	NP_116784.1
O95816	NP_004273.1
O95816	XP_005249547.1
O95816	XP_011513300.1
O95816	XP_011513301.1
O95817	NP_004272.2
Q9UL15	NP_001015048.1
Q9UL15	NP_001015049.1
Q9UL15	NP_004864.1
A0A7I2V508	XP_011513194.1
Q13072	NP_001178.1
Q86Y29	NP_872287.1
Q86Y28	NP_859055.1
Q86Y27	NP_872290.1
Q9P281	NP_001278253.1
Q8TBE0	NP_001288061.1
Q8TBE0	NP_055767.3
Q8TBE0	XP_011519671.1
Q9UHR4	NP_061330.2
Q13145	NP_036474.1
O75531	NP_001137457.1
O75531	NP_003851.1
O75531	XP_016874003.1
O75531	XP_016874004.1
Q8NDB2	NP_001077376.2
Q8NDB2	NP_001120979.2
Q8NDB2	NP_060405.4
Q8NDB2	XP_016863826.1
Q9BZE3	NP_064448.1
Q9NY43	NP_064447.1
Q9HBU1	NP_067545.3
Q9UMQ3	NP_003649.2
P80723	NP_001258535.1
P80723	NP_006308.3
Q9NR55	NP_061134.1
Q9UIG0	NP_115784.1
Q9UIG0	XP_016868262.1
Q96PG8	NP_001120712.1
Q96PG8	NP_001120714.1
Q9BUW7	NP_077017.1
O75936	NP_003977.1
O75936	XP_005253216.1
O75936	XP_005253217.1
O75936	XP_005253218.1
O75936	XP_011518704.1
O75936	XP_016873892.1
Q8TAM1	NP_078961.3
E9PAJ1	NP_001008405.1
E9PAJ1	NP_061332.2
P56945	NP_001164185.1
P56945	NP_001164186.1
P56945	NP_001164187.1
P56945	NP_001164188.1
P56945	NP_001164189.1
P56945	NP_001164190.1
P56945	NP_001164191.1
P56945	NP_055382.2
P56945	XP_016879386.1
O75815	NP_001248337.1
O75815	NP_001248338.1
O75815	NP_001248339.1
O75815	NP_001295180.1
O75815	NP_003558.1
O75815	XP_016857969.1
O75934	NP_005863.1
Q05D99	NP_001317342.1
Q05D99	NP_001317343.1
Q8TDM0	NP_001010974.1
Q8TDM0	NP_060313.3
Q8TDM0	NP_942094.2
Q8TDM0	XP_011527189.1
P54687	NP_001171562.1
P54687	NP_001171563.1
P54687	NP_001171564.1
P54687	NP_001171565.1
P54687	NP_005495.2
Q9P287	NP_057651.1
Q9P287	NP_510868.1
Q9P287	NP_510869.1
Q7Z5W3	NP_859059.1
O14874	NP_001116429.1
O14874	NP_001258855.1
O14874	NP_005872.2
A0A087WWW9	NP_001307644.1
L8B7P7	NP_612808.1
P10415	NP_000624.2
P10415	NP_000648.2
Q16548	NP_001108207.1
Q16548	NP_004040.1
Q5TE63	NP_001182.1
Q9HD36	NP_001293097.1
Q9HD36	NP_065129.1
Q9BXK5	NP_001257658.1
Q9BXK5	NP_001257659.1
Q9BXK5	NP_001257660.1
Q9BXK5	NP_056182.2
Q9BXK5	XP_011544423.1
Q9BXK5	XP_016884217.1
Q9BXK5	XP_016884218.1
Q9BXK5	XP_016884219.1
Q9BXK5	XP_016884220.1
Q9BXK5	XP_016884221.1
Q9BXK5	XP_016884222.1
Q9BZR8	NP_110393.1
Q9BZR8	NP_620048.1
Q9BZR8	NP_620049.1
Q9BZR8	XP_006719214.1
Q9BZR8	XP_011519150.1
Q9BZR8	XP_011519151.1
Q9BZR8	XP_016875452.1
Q5TBC7	NP_001010922.1
P20749	NP_005169.2
Q4VC05	NP_001019979.1
Q4VC05	NP_066273.1
F2Z3H6	NP_001287990.1
Q8WUZ0	NP_001273455.1
Q8WUZ0	NP_004756.2
A0A804HIV1	XP_005277475.1
A0A804HIV1	XP_016857515.1
Q86UU0	NP_872363.1
Q86UU0	XP_005271568.1
Q86UU0	XP_006718878.1
Q9BUT1	NP_064524.3
Q9BUT1	XP_011530430.1
Q9BUT1	XP_016863951.1
P46663	NP_000701.2
P30411	NP_000614.1
Q3B7T3	NP_001129578.1
Q3B7T3	NP_001171491.1
Q3B7T3	NP_001184154.1
Q3B7T3	XP_011521185.1
Q3B7T3	XP_011521186.1
Q3B7T3	XP_011521190.1
Q3B7T3	XP_011521191.1
Q3B7T3	XP_011521192.1
Q3B7T3	XP_011521193.1
Q3B7T3	XP_011521194.1
Q14457	NP_001300927.1
Q14457	NP_001300928.1
Q14457	NP_001300929.1
Q14457	NP_003757.1
A8MW95	NP_001277622.1
Q8NDZ0	NP_001171696.1
Q8NDZ0	NP_699177.2
Q5T5X7	NP_001073919.1
Q5T5X7	XP_005267136.1
Q5T5X7	XP_005267137.1
Q5T5X7	XP_011534307.1
Q5T5X7	XP_016866627.1
Q6ZU67	NP_001153019.1
Q6ZU67	NP_997289.2
Q6ZU67	XP_016863674.1
Q5SZJ8	NP_001305468.1
Q5SZJ8	NP_689944.2
Q5SZJ8	XP_005248946.1
Q5SZJ8	XP_016865895.1
Q5SZJ8	XP_016865896.1
Q8NFU1	NP_060152.2
Q8NFU1	XP_005260020.1
Q8N1M1	NP_001269542.1
Q8N1M1	NP_001269543.1
Q8N1M1	NP_001269544.1
Q8N1M1	NP_001269545.1
Q8N1M1	NP_116124.2
Q8N1M1	NP_689652.2
Q8N1M1	XP_011536263.1
Q8NFU0	NP_695006.1
Q8NFU0	XP_016856511.1
Q8NFU0	XP_016856512.1
A0A0C4DH16	NP_057610.2
Q9HBH7	NP_060946.3
Q9BXY8	NP_001161871.1
Q9BXY8	NP_001161872.1
Q9BXY8	NP_001161873.1
Q9BXY8	NP_116010.1
Q00994	NP_055195.1
Q00994	NP_996798.1
Q00994	NP_996800.1
Q9NWD9	NP_001073894.1
Q9NWD9	NP_001121160.1
Q5H9J7	NP_001012996.1
Q5H9J7	NP_001153032.1
Q9NZS9	NP_057645.1
Q9NZS9	XP_005255407.1
Q12934	NP_001155177.1
Q12934	NP_001186.1
Q12934	NP_001265535.1
Q12934	NP_001265536.1
Q12934	NP_001265537.1
Q13515	NP_003562.1
Q13515	XP_016862804.1
P02818	NP_954642.1
Q7RTS1	NP_803238.1
Q7RTU4	NP_001157877.1
Q6PI77	NP_001135996.1
Q6PI77	NP_001135997.1
Q6PI77	NP_001135998.1
Q6PI77	NP_001135999.1
Q6PI77	NP_001136000.1
Q6PI77	NP_001136001.1
Q6PI77	NP_001136002.1
Q6PI77	NP_085142.1
Q8NFJ8	NP_689627.1
Q8NDY6	NP_542173.2
O14503	NP_003661.1
Q8TAT1	NP_110389.1
Q93088	NP_001704.2
Q9H694	NP_001073981.1
A8MVZ6	XP_005253522.1
Q8TD16	NP_001003800.1
Q8TD16	NP_056065.1
H0YHP2	XP_005254048.1
Q6AI39	NP_001305748.1
Q6AI39	NP_056164.1
Q13323	NP_001188.1
Q9BTH3	NP_001307561.1
Q9BTH3	NP_001307562.1
Q9BTH3	NP_001307563.1
Q9BTH3	NP_001307569.1
Q9BTH3	NP_001307570.1
Q9BTH3	NP_647600.1
H7BYV6	XP_005273630.1
A0A8V8TQB4	XP_005264512.2
Q6PIA0	NP_203127.3
R4GMW8	NP_001191354.1
Q8IZY5	NP_001001786.2
Q05D26	NP_001706.2
Q6QNY0	NP_997715.1
Q9NUP1	NP_060836.1
A0A0A0MTN6	NP_001186252.1
P53004	NP_000703.2
P53004	NP_001240752.1
P53004	XP_011513776.1
P53004	XP_016868009.1
Q96LC9	NP_001003940.1
Q96LC9	NP_001003942.1
Q96LC9	NP_001003943.1
Q96LC9	NP_277038.1
O95393	NP_055297.1
P22003	NP_001316683.1
P22003	NP_066551.1
P34820	NP_001711.2
Q13873	NP_001195.2
Q14692	NP_055568.3
Q14692	XP_005271903.1
Q14692	XP_011538704.1
P51813	NP_001307795.1
P51813	NP_001712.1
P51813	NP_975010.1
Q01954	NP_001288135.1
Q01954	NP_001708.3
Q12981	NP_001196.2
Q12981	NP_053581.2
Q12981	NP_053582.2
Q12981	NP_053583.2
Q6NVY4	NP_004043.3
P0C671	NP_001010903.3
P0C671	XP_011512898.1
Q96IK1	NP_001153123.1
Q96IK1	NP_612378.1
Q8IYS8	NP_001244893.1
Q9Y3E2	NP_001307954.1
Q9Y3E2	NP_001307955.1
Q9Y3E2	NP_057158.1
Q9Y3E2	XP_006711411.1
A0A499FJE1	NP_001026997.1
A0A499FJE1	NP_001034271.1
A0A499FJE1	XP_016855107.1
Q53S33	NP_001030582.1
Q53S33	NP_997717.2
A0A087WV86	NP_001273675.1
G3V1P3	NP_001287671.1
Q96GS4	NP_060092.2
Q96B45	NP_001129672.1
Q96B45	NP_653192.2
P07738	NP_001280014.1
P07738	NP_001715.1
P07738	NP_954655.1
P07738	XP_011514829.1
Q9NP55	NP_001230122.1
Q9NP55	NP_057667.1
Q9NP55	NP_570913.1
Q96DR5	NP_001306093.1
Q96DR5	NP_542141.1
Q9BQP9	NP_001035904.1
Q9BQP9	NP_848561.2
Q8TDL5	NP_149974.2
Q8N4F0	NP_079503.1
P59826	NP_872599.1
P59827	NP_872325.2
Q8NFQ5	NP_777557.1
Q9NX62	NP_060283.3
O14599	NP_001002760.1
O14599	NP_001002761.1
O14599	NP_004669.2
Q7Z569	NP_006759.3
Q6PJG6	NP_689956.2
O95696	NP_001291737.1
O95696	NP_001291738.1
O95696	XP_016884204.1
O95696	XP_016884205.1
O95696	XP_016884206.1
A0AA34QVS2	XP_011521349.1
Q92994	NP_001229715.1
Q92994	NP_001229716.1
Q92994	NP_001229717.1
Q92994	NP_001229718.1
Q92994	NP_001229719.1
Q92994	NP_001510.2
Q92994	NP_663718.1
Q92994	XP_005267620.1
Q9HAW0	NP_060780.2
O95415	NP_001152963.1
O95415	NP_056194.1
Q8WY22	NP_542193.3
O60477	NP_055433.2
Q9C0B6	NP_066988.1
Q9C0B6	XP_005245436.1
Q9BX63	NP_114432.2
Q8TDN6	NP_060791.3
Q8WUW1	NP_060932.2
A0A8C8KWW5	XP_005265507.1
P32247	NP_001718.1
Q8TDC3	NP_115806.1
Q6RI45	NP_694984.4
Q6RI45	XP_016884873.1
Q9NW68	NP_001137360.1
Q9NW68	NP_001137361.1
Q9NW68	NP_001137362.1
Q9NW68	NP_001287887.1
Q9NW68	NP_060515.3
Q9UPA5	NP_003449.2
Q5VU50	NP_476517.1
Q075Z2	NP_001121798.1
Q075Z2	XP_016881607.1
Q5W0U4	NP_001304872.1
Q5W0U4	NP_001304873.1
Q5W0U4	NP_060158.2
A0A024R7H5	NP_004326.1
Q3C1V8	NP_001091639.1
Q9H0C5	NP_001011885.1
Q9H0C5	NP_079514.1
A6QL63	NP_001017523.1
A6QL63	NP_001018082.1
A6QL63	NP_001334872.1
Q32M84	NP_001305118.1
Q32M84	NP_653188.2
Q32M84	XP_016871125.1
A6NE02	NP_001073935.1
A0A8C8KHP4	XP_005268245.1
A0A8V8N7F1	NP_899065.2
A0A0S2Z437	NP_001720.1
A0A0S2Z437	XP_011530513.1
Q6IBC8	NP_001722.1
P78543	NP_006754.1
Q7Z6A9	NP_001078826.1
Q7Z6A9	NP_861445.3
Q7Z6A9	XP_016861237.1
Q4VAN2	NP_001723.2
O00481	NP_001138480.1
O00481	NP_001138481.1
O00481	NP_008979.3
O00481	NP_919423.1
O00481	XP_005248891.1
Q9UIR0	NP_001291490.1
Q9UIR0	XP_016866546.1
Q6UX41	NP_001035552.1
Q6UX41	NP_001153179.1
Q6UX41	NP_001153180.1
Q6UX41	NP_001153181.1
Q6UX41	NP_001153182.1
Q6UX41	NP_079126.1
Q6UXG8	NP_001295174.1
